filing_id	principal_id	state	filing_type	filer_role	reporting_period_start	reporting_period_end	total_expenditure	total_hours_communicating	total_hours_other	source_url
WI-principal-12797-expenditure-2025-H2	12797	WI	expenditure_report	client	2025-07-01	2025-12-31	0.0	0.0	0.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/12797
WI-principal-12798-expenditure-2025-H1	12798	WI	expenditure_report	client	2025-01-01	2025-06-30	830.0	8.0	13.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/12798
WI-principal-12798-expenditure-2025-H2	12798	WI	expenditure_report	client	2025-07-01	2025-12-31	725.0	0.0	0.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/12798
WI-principal-12799-expenditure-2025-H1	12799	WI	expenditure_report	client	2025-01-01	2025-06-30	0.0	0.0	0.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/12799
WI-principal-12799-expenditure-2025-H2	12799	WI	expenditure_report	client	2025-07-01	2025-12-31	0.0	0.0	0.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/12799
WI-principal-12802-expenditure-2025-H1	12802	WI	expenditure_report	client	2025-01-01	2025-06-30	48855.93	25.75	100.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/12802
WI-principal-12802-expenditure-2025-H2	12802	WI	expenditure_report	client	2025-07-01	2025-12-31	44048.09	26.5	67.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/12802
WI-principal-12803-expenditure-2025-H1	12803	WI	expenditure_report	client	2025-01-01	2025-06-30	36655.0	12.0	90.5	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/12803
WI-principal-12803-expenditure-2025-H2	12803	WI	expenditure_report	client	2025-07-01	2025-12-31	36000.0	24.25	111.75	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/12803
WI-principal-12804-expenditure-2025-H1	12804	WI	expenditure_report	client	2025-01-01	2025-06-30	24952.0	9.65	20.15	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/12804
WI-principal-12804-expenditure-2025-H2	12804	WI	expenditure_report	client	2025-07-01	2025-12-31	24000.0	1.75	14.1	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/12804
WI-principal-12805-expenditure-2025-H1	12805	WI	expenditure_report	client	2025-01-01	2025-06-30	26515.02	55.5	82.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/12805
WI-principal-12805-expenditure-2025-H2	12805	WI	expenditure_report	client	2025-07-01	2025-12-31	20553.82	59.1	60.5	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/12805
WI-principal-12808-expenditure-2025-H1	12808	WI	expenditure_report	client	2025-01-01	2025-06-30	30000.0	7.0	26.5	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/12808
WI-principal-12808-expenditure-2025-H2	12808	WI	expenditure_report	client	2025-07-01	2025-12-31	30000.0	2.0	15.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/12808
WI-principal-12809-expenditure-2025-H1	12809	WI	expenditure_report	client	2025-01-01	2025-06-30	0.0	1.0	0.5	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/12809
WI-principal-12810-expenditure-2025-H1	12810	WI	expenditure_report	client	2025-01-01	2025-06-30	10500.0	33.5	0.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/12810
WI-principal-12810-expenditure-2025-H2	12810	WI	expenditure_report	client	2025-07-01	2025-12-31	5700.0	4.0	15.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/12810
WI-principal-12811-expenditure-2025-H1	12811	WI	expenditure_report	client	2025-01-01	2025-06-30	13200.0	42.0	0.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/12811
WI-principal-12811-expenditure-2025-H2	12811	WI	expenditure_report	client	2025-07-01	2025-12-31	2250.0	3.5	4.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/12811
WI-principal-12812-expenditure-2025-H1	12812	WI	expenditure_report	client	2025-01-01	2025-06-30	4650.0	15.5	0.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/12812
WI-principal-12812-expenditure-2025-H2	12812	WI	expenditure_report	client	2025-07-01	2025-12-31	3900.0	2.5	10.5	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/12812
WI-principal-12813-expenditure-2025-H1	12813	WI	expenditure_report	client	2025-01-01	2025-06-30	12000.0	4.5	22.5	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/12813
WI-principal-12813-expenditure-2025-H2	12813	WI	expenditure_report	client	2025-07-01	2025-12-31	12000.0	21.5	25.5	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/12813
WI-principal-12815-expenditure-2025-H1	12815	WI	expenditure_report	client	2025-01-01	2025-06-30	0.0	9.5	86.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/12815
WI-principal-12815-expenditure-2025-H2	12815	WI	expenditure_report	client	2025-07-01	2025-12-31	13500.0	7.5	123.5	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/12815
WI-principal-12817-expenditure-2025-H1	12817	WI	expenditure_report	client	2025-01-01	2025-06-30	15750.0	2.5	106.75	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/12817
WI-principal-12817-expenditure-2025-H2	12817	WI	expenditure_report	client	2025-07-01	2025-12-31	27000.0	2.75	84.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/12817
WI-principal-12818-expenditure-2025-H1	12818	WI	expenditure_report	client	2025-01-01	2025-06-30	0.0	0.0	0.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/12818
WI-principal-12818-expenditure-2025-H2	12818	WI	expenditure_report	client	2025-07-01	2025-12-31	0.0	0.0	0.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/12818
WI-principal-12819-expenditure-2025-H1	12819	WI	expenditure_report	client	2025-01-01	2025-06-30	3493.93	6.0	22.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/12819
WI-principal-12819-expenditure-2025-H2	12819	WI	expenditure_report	client	2025-07-01	2025-12-31	3620.96	8.0	6.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/12819
WI-principal-12820-expenditure-2025-H1	12820	WI	expenditure_report	client	2025-01-01	2025-06-30	66001.53	134.75	360.5	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/12820
WI-principal-12820-expenditure-2025-H2	12820	WI	expenditure_report	client	2025-07-01	2025-12-31	67150.0	31.0	33.75	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/12820
WI-principal-12821-expenditure-2025-H1	12821	WI	expenditure_report	client	2025-01-01	2025-06-30	30000.0	6.25	17.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/12821
WI-principal-12821-expenditure-2025-H2	12821	WI	expenditure_report	client	2025-07-01	2025-12-31	30000.0	5.25	20.5	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/12821
WI-principal-12822-expenditure-2025-H1	12822	WI	expenditure_report	client	2025-01-01	2025-06-30	116427.0	20.75	90.75	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/12822
WI-principal-12822-expenditure-2025-H2	12822	WI	expenditure_report	client	2025-07-01	2025-12-31	107472.0	38.25	96.25	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/12822
WI-principal-12823-expenditure-2025-H1	12823	WI	expenditure_report	client	2025-01-01	2025-06-30	252618.73	2098.3	868.5	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/12823
WI-principal-12823-expenditure-2025-H2	12823	WI	expenditure_report	client	2025-07-01	2025-12-31	255613.1	2034.19	1021.75	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/12823
WI-principal-12825-expenditure-2025-H1	12825	WI	expenditure_report	client	2025-01-01	2025-06-30	4300.0	8.75	29.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/12825
WI-principal-12825-expenditure-2025-H2	12825	WI	expenditure_report	client	2025-07-01	2025-12-31	3350.0	0.0	6.5	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/12825
WI-principal-12828-expenditure-2025-H1	12828	WI	expenditure_report	client	2025-01-01	2025-06-30	1595.0	13.75	20.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/12828
WI-principal-12828-expenditure-2025-H2	12828	WI	expenditure_report	client	2025-07-01	2025-12-31	1435.0	7.25	23.75	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/12828
WI-principal-12830-expenditure-2025-H1	12830	WI	expenditure_report	client	2025-01-01	2025-06-30	620.0	0.0	2.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/12830
WI-principal-12830-expenditure-2025-H2	12830	WI	expenditure_report	client	2025-07-01	2025-12-31	1660.0	0.0	0.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/12830
WI-principal-12831-expenditure-2025-H1	12831	WI	expenditure_report	client	2025-01-01	2025-06-30	0.0	16.75	36.75	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/12831
WI-principal-12831-expenditure-2025-H2	12831	WI	expenditure_report	client	2025-07-01	2025-12-31	0.0	0.0	0.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/12831
WI-principal-12832-expenditure-2025-H1	12832	WI	expenditure_report	client	2025-01-01	2025-06-30	0.0	0.0	0.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/12832
WI-principal-12832-expenditure-2025-H2	12832	WI	expenditure_report	client	2025-07-01	2025-12-31	0.0	0.0	0.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/12832
WI-principal-12833-expenditure-2025-H1	12833	WI	expenditure_report	client	2025-01-01	2025-06-30	0.0	0.0	0.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/12833
WI-principal-12833-expenditure-2025-H2	12833	WI	expenditure_report	client	2025-07-01	2025-12-31	0.0	0.0	2.1	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/12833
WI-principal-12836-expenditure-2025-H1	12836	WI	expenditure_report	client	2025-01-01	2025-06-30	19655.0	17.75	77.75	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/12836
WI-principal-12836-expenditure-2025-H2	12836	WI	expenditure_report	client	2025-07-01	2025-12-31	18000.0	1.25	47.75	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/12836
WI-principal-12837-expenditure-2025-H1	12837	WI	expenditure_report	client	2025-01-01	2025-06-30	16698.0	27.0	104.6	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/12837
WI-principal-12837-expenditure-2025-H2	12837	WI	expenditure_report	client	2025-07-01	2025-12-31	8800.0	0.0	77.5	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/12837
WI-principal-12838-expenditure-2025-H1	12838	WI	expenditure_report	client	2025-01-01	2025-06-30	29482.0	5.5	56.5	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/12838
WI-principal-12838-expenditure-2025-H2	12838	WI	expenditure_report	client	2025-07-01	2025-12-31	269669.0	0.0	28.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/12838
WI-principal-12839-expenditure-2025-H1	12839	WI	expenditure_report	client	2025-01-01	2025-06-30	0.0	0.0	0.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/12839
WI-principal-12839-expenditure-2025-H2	12839	WI	expenditure_report	client	2025-07-01	2025-12-31	0.0	0.0	0.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/12839
WI-principal-12840-expenditure-2025-H1	12840	WI	expenditure_report	client	2025-01-01	2025-06-30	0.0	0.0	0.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/12840
WI-principal-12840-expenditure-2025-H2	12840	WI	expenditure_report	client	2025-07-01	2025-12-31	0.0	2.5	0.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/12840
WI-principal-12841-expenditure-2025-H1	12841	WI	expenditure_report	client	2025-01-01	2025-06-30	72000.0	49.0	48.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/12841
WI-principal-12841-expenditure-2025-H2	12841	WI	expenditure_report	client	2025-07-01	2025-12-31	72000.0	46.0	22.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/12841
WI-principal-12842-expenditure-2025-H1	12842	WI	expenditure_report	client	2025-01-01	2025-06-30	18000.0	8.0	24.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/12842
WI-principal-12842-expenditure-2025-H2	12842	WI	expenditure_report	client	2025-07-01	2025-12-31	3000.0	0.0	6.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/12842
WI-principal-12843-expenditure-2025-H1	12843	WI	expenditure_report	client	2025-01-01	2025-06-30	9000.0	22.0	24.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/12843
WI-principal-12843-expenditure-2025-H2	12843	WI	expenditure_report	client	2025-07-01	2025-12-31	9000.0	0.0	24.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/12843
WI-principal-12845-expenditure-2025-H1	12845	WI	expenditure_report	client	2025-01-01	2025-06-30	26693.6	20.75	52.75	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/12845
WI-principal-12845-expenditure-2025-H2	12845	WI	expenditure_report	client	2025-07-01	2025-12-31	27367.0	29.75	61.75	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/12845
WI-principal-12848-expenditure-2025-H1	12848	WI	expenditure_report	client	2025-01-01	2025-06-30	19735.7	49.1	35.6	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/12848
WI-principal-12848-expenditure-2025-H2	12848	WI	expenditure_report	client	2025-07-01	2025-12-31	21600.0	0.0	4.3	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/12848
WI-principal-12850-expenditure-2025-H1	12850	WI	expenditure_report	client	2025-01-01	2025-06-30	2644.4	41.0	0.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/12850
WI-principal-12850-expenditure-2025-H2	12850	WI	expenditure_report	client	2025-07-01	2025-12-31	1200.0	20.0	0.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/12850
WI-principal-12852-expenditure-2025-H1	12852	WI	expenditure_report	client	2025-01-01	2025-06-30	9000.0	22.0	112.75	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/12852
WI-principal-12852-expenditure-2025-H2	12852	WI	expenditure_report	client	2025-07-01	2025-12-31	0.0	0.0	0.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/12852
WI-principal-12854-expenditure-2025-H1	12854	WI	expenditure_report	client	2025-01-01	2025-06-30	500.0	6.0	0.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/12854
WI-principal-12854-expenditure-2025-H2	12854	WI	expenditure_report	client	2025-07-01	2025-12-31	500.0	5.5	0.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/12854
WI-principal-12855-expenditure-2025-H1	12855	WI	expenditure_report	client	2025-01-01	2025-06-30	37500.0	6.25	19.75	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/12855
WI-principal-12855-expenditure-2025-H2	12855	WI	expenditure_report	client	2025-07-01	2025-12-31	45000.0	2.75	22.25	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/12855
WI-principal-12856-expenditure-2025-H1	12856	WI	expenditure_report	client	2025-01-01	2025-06-30	24925.0	9.0	32.75	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/12856
WI-principal-12856-expenditure-2025-H2	12856	WI	expenditure_report	client	2025-07-01	2025-12-31	0.0	0.0	0.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/12856
WI-principal-12857-expenditure-2025-H1	12857	WI	expenditure_report	client	2025-01-01	2025-06-30	183315.54	39.75	141.75	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/12857
WI-principal-12857-expenditure-2025-H2	12857	WI	expenditure_report	client	2025-07-01	2025-12-31	213899.54	50.0	41.5	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/12857
WI-principal-12858-expenditure-2025-H1	12858	WI	expenditure_report	client	2025-01-01	2025-06-30	0.0	0.0	0.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/12858
WI-principal-12860-expenditure-2025-H1	12860	WI	expenditure_report	client	2025-01-01	2025-06-30	11355.98	10.0	41.5	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/12860
WI-principal-12860-expenditure-2025-H2	12860	WI	expenditure_report	client	2025-07-01	2025-12-31	11338.68	16.0	51.5	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/12860
WI-principal-12861-expenditure-2025-H1	12861	WI	expenditure_report	client	2025-01-01	2025-06-30	27000.0	10.0	15.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/12861
WI-principal-12861-expenditure-2025-H2	12861	WI	expenditure_report	client	2025-07-01	2025-12-31	0.0	0.0	0.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/12861
WI-principal-12862-expenditure-2025-H1	12862	WI	expenditure_report	client	2025-01-01	2025-06-30	0.0	0.5	0.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/12862
WI-principal-12862-expenditure-2025-H2	12862	WI	expenditure_report	client	2025-07-01	2025-12-31	0.0	0.5	1.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/12862
WI-principal-12867-expenditure-2025-H1	12867	WI	expenditure_report	client	2025-01-01	2025-06-30	28062.0	16.25	54.25	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/12867
WI-principal-12867-expenditure-2025-H2	12867	WI	expenditure_report	client	2025-07-01	2025-12-31	48093.72	16.75	63.5	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/12867
WI-principal-12868-expenditure-2025-H1	12868	WI	expenditure_report	client	2025-01-01	2025-06-30	1142.56	11.0	13.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/12868
WI-principal-12868-expenditure-2025-H2	12868	WI	expenditure_report	client	2025-07-01	2025-12-31	1900.5	21.5	14.3	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/12868
WI-principal-12869-expenditure-2025-H1	12869	WI	expenditure_report	client	2025-01-01	2025-06-30	0.0	0.0	0.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/12869
WI-principal-12869-expenditure-2025-H2	12869	WI	expenditure_report	client	2025-07-01	2025-12-31	0.0	0.0	0.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/12869
WI-principal-12870-expenditure-2025-H1	12870	WI	expenditure_report	client	2025-01-01	2025-06-30	12000.0	5.0	8.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/12870
WI-principal-12870-expenditure-2025-H2	12870	WI	expenditure_report	client	2025-07-01	2025-12-31	0.0	0.0	0.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/12870
WI-principal-12871-expenditure-2025-H1	12871	WI	expenditure_report	client	2025-01-01	2025-06-30	24000.0	1.0	25.3	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/12871
WI-principal-12871-expenditure-2025-H2	12871	WI	expenditure_report	client	2025-07-01	2025-12-31	24000.0	0.0	27.5	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/12871
WI-principal-12872-expenditure-2025-H1	12872	WI	expenditure_report	client	2025-01-01	2025-06-30	906.56	5.0	3.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/12872
WI-principal-12872-expenditure-2025-H2	12872	WI	expenditure_report	client	2025-07-01	2025-12-31	0.0	0.0	0.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/12872
WI-principal-12876-expenditure-2025-H1	12876	WI	expenditure_report	client	2025-01-01	2025-06-30	0.0	0.0	0.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/12876
WI-principal-12877-expenditure-2025-H1	12877	WI	expenditure_report	client	2025-01-01	2025-06-30	46000.0	14.75	29.5	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/12877
WI-principal-12877-expenditure-2025-H2	12877	WI	expenditure_report	client	2025-07-01	2025-12-31	84000.0	35.5	30.5	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/12877
WI-principal-12878-expenditure-2025-H1	12878	WI	expenditure_report	client	2025-01-01	2025-06-30	36000.0	0.0	36.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/12878
WI-principal-12878-expenditure-2025-H2	12878	WI	expenditure_report	client	2025-07-01	2025-12-31	36000.0	0.0	36.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/12878
WI-principal-12879-expenditure-2025-H1	12879	WI	expenditure_report	client	2025-01-01	2025-06-30	0.0	3.5	9.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/12879
WI-principal-12879-expenditure-2025-H2	12879	WI	expenditure_report	client	2025-07-01	2025-12-31	0.0	8.5	21.5	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/12879
WI-principal-12880-expenditure-2025-H1	12880	WI	expenditure_report	client	2025-01-01	2025-06-30	8154.0	51.5	79.2	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/12880
WI-principal-12880-expenditure-2025-H2	12880	WI	expenditure_report	client	2025-07-01	2025-12-31	6610.38	33.5	45.7	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/12880
WI-principal-12881-expenditure-2025-H1	12881	WI	expenditure_report	client	2025-01-01	2025-06-30	0.0	10.0	1.5	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/12881
WI-principal-12881-expenditure-2025-H2	12881	WI	expenditure_report	client	2025-07-01	2025-12-31	0.0	3.0	0.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/12881
WI-principal-12882-expenditure-2025-H1	12882	WI	expenditure_report	client	2025-01-01	2025-06-30	26400.0	0.25	46.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/12882
WI-principal-12882-expenditure-2025-H2	12882	WI	expenditure_report	client	2025-07-01	2025-12-31	26400.0	0.0	48.75	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/12882
WI-principal-12884-expenditure-2025-H1	12884	WI	expenditure_report	client	2025-01-01	2025-06-30	1593.61	10.25	14.25	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/12884
WI-principal-12884-expenditure-2025-H2	12884	WI	expenditure_report	client	2025-07-01	2025-12-31	936.77	4.0	4.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/12884
WI-principal-12886-expenditure-2025-H1	12886	WI	expenditure_report	client	2025-01-01	2025-06-30	38290.0	35.95	49.75	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/12886
WI-principal-12886-expenditure-2025-H2	12886	WI	expenditure_report	client	2025-07-01	2025-12-31	30266.0	7.25	15.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/12886
WI-principal-12887-expenditure-2025-H1	12887	WI	expenditure_report	client	2025-01-01	2025-06-30	329.89	0.0	3.5	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/12887
WI-principal-12887-expenditure-2025-H2	12887	WI	expenditure_report	client	2025-07-01	2025-12-31	178.81	4.5	0.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/12887
WI-principal-12888-expenditure-2025-H1	12888	WI	expenditure_report	client	2025-01-01	2025-06-30	0.0	4.0	2.5	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/12888
WI-principal-12889-expenditure-2025-H1	12889	WI	expenditure_report	client	2025-01-01	2025-06-30	12918.28	3.5	89.5	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/12889
WI-principal-12889-expenditure-2025-H2	12889	WI	expenditure_report	client	2025-07-01	2025-12-31	2624.52	1.5	25.5	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/12889
WI-principal-12890-expenditure-2025-H1	12890	WI	expenditure_report	client	2025-01-01	2025-06-30	1750.0	8.5	9.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/12890
WI-principal-12890-expenditure-2025-H2	12890	WI	expenditure_report	client	2025-07-01	2025-12-31	1000.0	7.0	3.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/12890
WI-principal-12892-expenditure-2025-H1	12892	WI	expenditure_report	client	2025-01-01	2025-06-30	36790.0	13.25	33.5	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/12892
WI-principal-12892-expenditure-2025-H2	12892	WI	expenditure_report	client	2025-07-01	2025-12-31	36000.0	14.65	47.5	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/12892
WI-principal-12897-expenditure-2025-H1	12897	WI	expenditure_report	client	2025-01-01	2025-06-30	0.0	43.25	0.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/12897
WI-principal-12897-expenditure-2025-H2	12897	WI	expenditure_report	client	2025-07-01	2025-12-31	0.0	19.0	0.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/12897
WI-principal-12899-expenditure-2025-H1	12899	WI	expenditure_report	client	2025-01-01	2025-06-30	164.92	1.5	24.5	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/12899
WI-principal-12899-expenditure-2025-H2	12899	WI	expenditure_report	client	2025-07-01	2025-12-31	0.0	0.0	21.25	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/12899
WI-principal-12900-expenditure-2025-H1	12900	WI	expenditure_report	client	2025-01-01	2025-06-30	285.89	0.0	5.5	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/12900
WI-principal-12900-expenditure-2025-H2	12900	WI	expenditure_report	client	2025-07-01	2025-12-31	4824.64	20.25	17.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/12900
WI-principal-12902-expenditure-2025-H1	12902	WI	expenditure_report	client	2025-01-01	2025-06-30	1115.0	9.5	16.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/12902
WI-principal-12902-expenditure-2025-H2	12902	WI	expenditure_report	client	2025-07-01	2025-12-31	2055.0	19.25	26.5	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/12902
WI-principal-12903-expenditure-2025-H1	12903	WI	expenditure_report	client	2025-01-01	2025-06-30	2475.0	15.0	20.5	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/12903
WI-principal-12903-expenditure-2025-H2	12903	WI	expenditure_report	client	2025-07-01	2025-12-31	2200.0	23.85	30.75	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/12903
WI-principal-12906-expenditure-2025-H1	12906	WI	expenditure_report	client	2025-01-01	2025-06-30	11828.28	103.0	193.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/12906
WI-principal-12906-expenditure-2025-H2	12906	WI	expenditure_report	client	2025-07-01	2025-12-31	19583.01	105.0	197.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/12906
WI-principal-12907-expenditure-2025-H1	12907	WI	expenditure_report	client	2025-01-01	2025-06-30	42676.12	11.0	54.5	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/12907
