filing_id	principal_id	state	filing_type	filer_role	reporting_period_start	reporting_period_end	total_expenditure	total_hours_communicating	total_hours_other	source_url
WI-principal-11151-expenditure-2025-H1	11151	WI	expenditure_report	client	2025-01-01	2025-06-30	32878.8	12.0	44.5	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11151
WI-principal-11151-expenditure-2025-H2	11151	WI	expenditure_report	client	2025-07-01	2025-12-31	32400.0	4.0	42.65	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11151
WI-principal-11152-expenditure-2025-H1	11152	WI	expenditure_report	client	2025-01-01	2025-06-30	13500.0	4.9	34.6	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11152
WI-principal-11152-expenditure-2025-H2	11152	WI	expenditure_report	client	2025-07-01	2025-12-31	13500.0	5.25	35.15	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11152
WI-principal-11153-expenditure-2025-H1	11153	WI	expenditure_report	client	2025-01-01	2025-06-30	10215.0	14.0	27.05	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11153
WI-principal-11153-expenditure-2025-H2	11153	WI	expenditure_report	client	2025-07-01	2025-12-31	16794.52	7.85	53.95	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11153
WI-principal-11154-expenditure-2025-H1	11154	WI	expenditure_report	client	2025-01-01	2025-06-30	18000.0	27.0	36.5	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11154
WI-principal-11154-expenditure-2025-H2	11154	WI	expenditure_report	client	2025-07-01	2025-12-31	0.0	4.0	7.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11154
WI-principal-11155-expenditure-2025-H1	11155	WI	expenditure_report	client	2025-01-01	2025-06-30	66780.44	163.5	420.75	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11155
WI-principal-11155-expenditure-2025-H2	11155	WI	expenditure_report	client	2025-07-01	2025-12-31	71116.02	147.5	466.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11155
WI-principal-11156-expenditure-2025-H1	11156	WI	expenditure_report	client	2025-01-01	2025-06-30	155771.09	170.75	293.25	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11156
WI-principal-11156-expenditure-2025-H2	11156	WI	expenditure_report	client	2025-07-01	2025-12-31	152211.6	112.25	305.25	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11156
WI-principal-11157-expenditure-2025-H1	11157	WI	expenditure_report	client	2025-01-01	2025-06-30	300074.66	573.7	1029.88	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11157
WI-principal-11157-expenditure-2025-H2	11157	WI	expenditure_report	client	2025-07-01	2025-12-31	308171.48	393.75	829.85	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11157
WI-principal-11158-expenditure-2025-H1	11158	WI	expenditure_report	client	2025-01-01	2025-06-30	20621.25	78.75	53.25	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11158
WI-principal-11158-expenditure-2025-H2	11158	WI	expenditure_report	client	2025-07-01	2025-12-31	18942.76	30.75	63.75	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11158
WI-principal-11162-expenditure-2025-H1	11162	WI	expenditure_report	client	2025-01-01	2025-06-30	47690.0	62.0	133.5	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11162
WI-principal-11162-expenditure-2025-H2	11162	WI	expenditure_report	client	2025-07-01	2025-12-31	50463.0	98.0	129.9	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11162
WI-principal-11164-expenditure-2025-H1	11164	WI	expenditure_report	client	2025-01-01	2025-06-30	89063.0	34.75	214.75	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11164
WI-principal-11164-expenditure-2025-H2	11164	WI	expenditure_report	client	2025-07-01	2025-12-31	79572.0	20.25	129.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11164
WI-principal-11165-expenditure-2025-H1	11165	WI	expenditure_report	client	2025-01-01	2025-06-30	0.0	0.0	67.5	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11165
WI-principal-11165-expenditure-2025-H2	11165	WI	expenditure_report	client	2025-07-01	2025-12-31	0.0	0.0	0.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11165
WI-principal-11166-expenditure-2025-H1	11166	WI	expenditure_report	client	2025-01-01	2025-06-30	93397.0	266.0	1291.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11166
WI-principal-11166-expenditure-2025-H2	11166	WI	expenditure_report	client	2025-07-01	2025-12-31	156902.4	150.0	1841.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11166
WI-principal-11169-expenditure-2025-H1	11169	WI	expenditure_report	client	2025-01-01	2025-06-30	9200.0	9.0	37.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11169
WI-principal-11169-expenditure-2025-H2	11169	WI	expenditure_report	client	2025-07-01	2025-12-31	11750.0	10.5	36.5	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11169
WI-principal-11170-expenditure-2025-H1	11170	WI	expenditure_report	client	2025-01-01	2025-06-30	14000.0	60.0	65.5	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11170
WI-principal-11170-expenditure-2025-H2	11170	WI	expenditure_report	client	2025-07-01	2025-12-31	14000.0	12.0	38.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11170
WI-principal-11171-expenditure-2025-H1	11171	WI	expenditure_report	client	2025-01-01	2025-06-30	5000.0	3.0	7.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11171
WI-principal-11171-expenditure-2025-H2	11171	WI	expenditure_report	client	2025-07-01	2025-12-31	0.0	0.0	0.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11171
WI-principal-11172-expenditure-2025-H1	11172	WI	expenditure_report	client	2025-01-01	2025-06-30	10000.0	14.0	2.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11172
WI-principal-11172-expenditure-2025-H2	11172	WI	expenditure_report	client	2025-07-01	2025-12-31	0.0	0.0	0.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11172
WI-principal-11173-expenditure-2025-H1	11173	WI	expenditure_report	client	2025-01-01	2025-06-30	20520.0	59.5	93.5	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11173
WI-principal-11173-expenditure-2025-H2	11173	WI	expenditure_report	client	2025-07-01	2025-12-31	20500.0	19.5	68.5	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11173
WI-principal-11174-expenditure-2025-H1	11174	WI	expenditure_report	client	2025-01-01	2025-06-30	2771.45	4.5	14.75	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11174
WI-principal-11174-expenditure-2025-H2	11174	WI	expenditure_report	client	2025-07-01	2025-12-31	2984.46	4.0	10.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11174
WI-principal-11175-expenditure-2025-H1	11175	WI	expenditure_report	client	2025-01-01	2025-06-30	30282.14	32.0	54.25	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11175
WI-principal-11175-expenditure-2025-H2	11175	WI	expenditure_report	client	2025-07-01	2025-12-31	28846.04	25.5	40.25	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11175
WI-principal-11177-expenditure-2025-H1	11177	WI	expenditure_report	client	2025-01-01	2025-06-30	32400.0	33.9	43.5	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11177
WI-principal-11177-expenditure-2025-H2	11177	WI	expenditure_report	client	2025-07-01	2025-12-31	32400.0	33.85	26.75	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11177
WI-principal-11178-expenditure-2025-H1	11178	WI	expenditure_report	client	2025-01-01	2025-06-30	18000.0	2.0	5.5	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11178
WI-principal-11178-expenditure-2025-H2	11178	WI	expenditure_report	client	2025-07-01	2025-12-31	18000.0	0.0	0.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11178
WI-principal-11179-expenditure-2025-H1	11179	WI	expenditure_report	client	2025-01-01	2025-06-30	4245.0	1.5	36.25	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11179
WI-principal-11179-expenditure-2025-H2	11179	WI	expenditure_report	client	2025-07-01	2025-12-31	3350.0	0.0	18.9	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11179
WI-principal-11180-expenditure-2025-H1	11180	WI	expenditure_report	client	2025-01-01	2025-06-30	0.0	0.0	0.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11180
WI-principal-11180-expenditure-2025-H2	11180	WI	expenditure_report	client	2025-07-01	2025-12-31	0.0	0.0	0.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11180
WI-principal-11181-expenditure-2025-H1	11181	WI	expenditure_report	client	2025-01-01	2025-06-30	36720.25	23.75	40.5	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11181
WI-principal-11181-expenditure-2025-H2	11181	WI	expenditure_report	client	2025-07-01	2025-12-31	37271.25	51.5	61.5	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11181
WI-principal-11182-expenditure-2025-H1	11182	WI	expenditure_report	client	2025-01-01	2025-06-30	13500.0	38.5	65.5	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11182
WI-principal-11182-expenditure-2025-H2	11182	WI	expenditure_report	client	2025-07-01	2025-12-31	27000.0	8.0	25.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11182
WI-principal-11183-expenditure-2025-H1	11183	WI	expenditure_report	client	2025-01-01	2025-06-30	27000.0	32.5	72.5	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11183
WI-principal-11183-expenditure-2025-H2	11183	WI	expenditure_report	client	2025-07-01	2025-12-31	27000.0	26.0	53.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11183
WI-principal-11184-expenditure-2025-H1	11184	WI	expenditure_report	client	2025-01-01	2025-06-30	0.0	23.5	31.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11184
WI-principal-11184-expenditure-2025-H2	11184	WI	expenditure_report	client	2025-07-01	2025-12-31	0.0	1.0	4.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11184
WI-principal-11185-expenditure-2025-H1	11185	WI	expenditure_report	client	2025-01-01	2025-06-30	16200.0	37.0	53.5	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11185
WI-principal-11185-expenditure-2025-H2	11185	WI	expenditure_report	client	2025-07-01	2025-12-31	16200.0	19.0	40.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11185
WI-principal-11186-expenditure-2025-H1	11186	WI	expenditure_report	client	2025-01-01	2025-06-30	101566.07	217.0	501.25	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11186
WI-principal-11186-expenditure-2025-H2	11186	WI	expenditure_report	client	2025-07-01	2025-12-31	94896.41	86.0	638.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11186
WI-principal-11187-expenditure-2025-H1	11187	WI	expenditure_report	client	2025-01-01	2025-06-30	30000.0	2.0	17.5	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11187
WI-principal-11187-expenditure-2025-H2	11187	WI	expenditure_report	client	2025-07-01	2025-12-31	30000.0	4.5	12.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11187
WI-principal-11188-expenditure-2025-H1	11188	WI	expenditure_report	client	2025-01-01	2025-06-30	32795.56	33.75	200.5	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11188
WI-principal-11188-expenditure-2025-H2	11188	WI	expenditure_report	client	2025-07-01	2025-12-31	34664.04	44.75	201.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11188
WI-principal-11189-expenditure-2025-H1	11189	WI	expenditure_report	client	2025-01-01	2025-06-30	0.0	0.0	0.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11189
WI-principal-11189-expenditure-2025-H2	11189	WI	expenditure_report	client	2025-07-01	2025-12-31	0.0	0.0	0.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11189
WI-principal-11190-expenditure-2025-H1	11190	WI	expenditure_report	client	2025-01-01	2025-06-30	34500.0	1.0	2.5	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11190
WI-principal-11190-expenditure-2025-H2	11190	WI	expenditure_report	client	2025-07-01	2025-12-31	34500.0	0.0	1.5	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11190
WI-principal-11192-expenditure-2025-H1	11192	WI	expenditure_report	client	2025-01-01	2025-06-30	8250.0	6.0	34.5	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11192
WI-principal-11192-expenditure-2025-H2	11192	WI	expenditure_report	client	2025-07-01	2025-12-31	7500.0	4.5	41.25	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11192
WI-principal-11194-expenditure-2025-H1	11194	WI	expenditure_report	client	2025-01-01	2025-06-30	1350.65	6.0	21.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11194
WI-principal-11194-expenditure-2025-H2	11194	WI	expenditure_report	client	2025-07-01	2025-12-31	86.92	1.0	1.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11194
WI-principal-11197-expenditure-2025-H1	11197	WI	expenditure_report	client	2025-01-01	2025-06-30	24521.33	10.5	212.75	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11197
WI-principal-11197-expenditure-2025-H2	11197	WI	expenditure_report	client	2025-07-01	2025-12-31	19314.0	2.0	100.25	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11197
WI-principal-11198-expenditure-2025-H1	11198	WI	expenditure_report	client	2025-01-01	2025-06-30	18752.0	0.0	4.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11198
WI-principal-11198-expenditure-2025-H2	11198	WI	expenditure_report	client	2025-07-01	2025-12-31	18752.0	5.0	11.5	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11198
WI-principal-11199-expenditure-2025-H1	11199	WI	expenditure_report	client	2025-01-01	2025-06-30	36000.0	26.25	32.5	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11199
WI-principal-11199-expenditure-2025-H2	11199	WI	expenditure_report	client	2025-07-01	2025-12-31	36000.0	7.25	14.5	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11199
WI-principal-11200-expenditure-2025-H1	11200	WI	expenditure_report	client	2025-01-01	2025-06-30	5712.0	4.25	20.5	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11200
WI-principal-11200-expenditure-2025-H2	11200	WI	expenditure_report	client	2025-07-01	2025-12-31	5534.0	5.75	16.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11200
WI-principal-11201-expenditure-2025-H1	11201	WI	expenditure_report	client	2025-01-01	2025-06-30	52055.0	89.75	110.75	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11201
WI-principal-11201-expenditure-2025-H2	11201	WI	expenditure_report	client	2025-07-01	2025-12-31	20000.0	20.75	26.5	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11201
WI-principal-11202-expenditure-2025-H1	11202	WI	expenditure_report	client	2025-01-01	2025-06-30	45000.0	18.0	52.25	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11202
WI-principal-11202-expenditure-2025-H2	11202	WI	expenditure_report	client	2025-07-01	2025-12-31	48000.0	7.5	17.75	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11202
WI-principal-11203-expenditure-2025-H1	11203	WI	expenditure_report	client	2025-01-01	2025-06-30	27594.87	0.0	45.25	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11203
WI-principal-11203-expenditure-2025-H2	11203	WI	expenditure_report	client	2025-07-01	2025-12-31	26125.67	7.5	51.5	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11203
WI-principal-11204-expenditure-2025-H1	11204	WI	expenditure_report	client	2025-01-01	2025-06-30	19999.98	18.25	20.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11204
WI-principal-11204-expenditure-2025-H2	11204	WI	expenditure_report	client	2025-07-01	2025-12-31	20000.02	6.5	27.5	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11204
WI-principal-11205-expenditure-2025-H1	11205	WI	expenditure_report	client	2025-01-01	2025-06-30	54011.69	98.0	104.2	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11205
WI-principal-11205-expenditure-2025-H2	11205	WI	expenditure_report	client	2025-07-01	2025-12-31	45953.0	74.5	116.25	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11205
WI-principal-11206-expenditure-2025-H1	11206	WI	expenditure_report	client	2025-01-01	2025-06-30	32645.44	54.25	30.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11206
WI-principal-11206-expenditure-2025-H2	11206	WI	expenditure_report	client	2025-07-01	2025-12-31	32000.02	21.0	29.5	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11206
WI-principal-11207-expenditure-2025-H1	11207	WI	expenditure_report	client	2025-01-01	2025-06-30	35250.08	128.5	134.5	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11207
WI-principal-11207-expenditure-2025-H2	11207	WI	expenditure_report	client	2025-07-01	2025-12-31	37132.0	89.0	105.25	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11207
WI-principal-11208-expenditure-2025-H1	11208	WI	expenditure_report	client	2025-01-01	2025-06-30	36567.79	90.25	59.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11208
WI-principal-11208-expenditure-2025-H2	11208	WI	expenditure_report	client	2025-07-01	2025-12-31	34658.53	44.25	62.25	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11208
WI-principal-11209-expenditure-2025-H1	11209	WI	expenditure_report	client	2025-01-01	2025-06-30	6134.48	23.75	43.75	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11209
WI-principal-11209-expenditure-2025-H2	11209	WI	expenditure_report	client	2025-07-01	2025-12-31	7000.0	30.0	41.75	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11209
WI-principal-11211-expenditure-2025-H1	11211	WI	expenditure_report	client	2025-01-01	2025-06-30	15982.29	6.0	32.75	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11211
WI-principal-11211-expenditure-2025-H2	11211	WI	expenditure_report	client	2025-07-01	2025-12-31	15903.54	8.0	30.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11211
WI-principal-11212-expenditure-2025-H1	11212	WI	expenditure_report	client	2025-01-01	2025-06-30	36698.0	13.5	24.5	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11212
WI-principal-11212-expenditure-2025-H2	11212	WI	expenditure_report	client	2025-07-01	2025-12-31	35204.0	3.5	23.75	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11212
WI-principal-11213-expenditure-2025-H1	11213	WI	expenditure_report	client	2025-01-01	2025-06-30	42000.0	3.5	4.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11213
WI-principal-11213-expenditure-2025-H2	11213	WI	expenditure_report	client	2025-07-01	2025-12-31	42000.0	2.5	4.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11213
WI-principal-11214-expenditure-2025-H1	11214	WI	expenditure_report	client	2025-01-01	2025-06-30	11440.0	38.0	70.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11214
WI-principal-11214-expenditure-2025-H2	11214	WI	expenditure_report	client	2025-07-01	2025-12-31	8100.0	12.5	23.5	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11214
WI-principal-11215-expenditure-2025-H1	11215	WI	expenditure_report	client	2025-01-01	2025-06-30	30000.0	49.25	61.5	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11215
WI-principal-11215-expenditure-2025-H2	11215	WI	expenditure_report	client	2025-07-01	2025-12-31	30000.0	18.25	38.5	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11215
WI-principal-11216-expenditure-2025-H1	11216	WI	expenditure_report	client	2025-01-01	2025-06-30	16666.65	2.75	29.5	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11216
WI-principal-11216-expenditure-2025-H2	11216	WI	expenditure_report	client	2025-07-01	2025-12-31	4000.0	3.0	8.5	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11216
WI-principal-11217-expenditure-2025-H1	11217	WI	expenditure_report	client	2025-01-01	2025-06-30	30000.0	1.0	7.5	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11217
WI-principal-11217-expenditure-2025-H2	11217	WI	expenditure_report	client	2025-07-01	2025-12-31	25000.0	0.0	0.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11217
WI-principal-11218-expenditure-2025-H1	11218	WI	expenditure_report	client	2025-01-01	2025-06-30	38500.0	60.75	128.5	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11218
WI-principal-11218-expenditure-2025-H2	11218	WI	expenditure_report	client	2025-07-01	2025-12-31	66478.0	52.75	90.75	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11218
WI-principal-11219-expenditure-2025-H1	11219	WI	expenditure_report	client	2025-01-01	2025-06-30	114088.82	170.5	1163.25	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11219
WI-principal-11219-expenditure-2025-H2	11219	WI	expenditure_report	client	2025-07-01	2025-12-31	111418.76	131.0	985.75	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11219
WI-principal-11220-expenditure-2025-H1	11220	WI	expenditure_report	client	2025-01-01	2025-06-30	22400.0	25.75	211.75	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11220
WI-principal-11220-expenditure-2025-H2	11220	WI	expenditure_report	client	2025-07-01	2025-12-31	22400.0	5.0	157.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11220
WI-principal-11221-expenditure-2025-H1	11221	WI	expenditure_report	client	2025-01-01	2025-06-30	50970.64	37.25	139.25	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11221
WI-principal-11221-expenditure-2025-H2	11221	WI	expenditure_report	client	2025-07-01	2025-12-31	54705.18	41.25	163.25	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11221
WI-principal-11222-expenditure-2025-H1	11222	WI	expenditure_report	client	2025-01-01	2025-06-30	10788.0	16.0	0.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11222
WI-principal-11222-expenditure-2025-H2	11222	WI	expenditure_report	client	2025-07-01	2025-12-31	0.0	4.0	0.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11222
WI-principal-11223-expenditure-2025-H1	11223	WI	expenditure_report	client	2025-01-01	2025-06-30	118.75	0.5	0.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11223
WI-principal-11223-expenditure-2025-H2	11223	WI	expenditure_report	client	2025-07-01	2025-12-31	0.0	0.0	0.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11223
WI-principal-11224-expenditure-2025-H1	11224	WI	expenditure_report	client	2025-01-01	2025-06-30	15462.0	29.25	31.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11224
WI-principal-11224-expenditure-2025-H2	11224	WI	expenditure_report	client	2025-07-01	2025-12-31	41000.0	21.0	46.75	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11224
WI-principal-11225-expenditure-2025-H1	11225	WI	expenditure_report	client	2025-01-01	2025-06-30	36248.0	46.75	76.5	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11225
WI-principal-11225-expenditure-2025-H2	11225	WI	expenditure_report	client	2025-07-01	2025-12-31	34843.4	27.0	50.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11225
WI-principal-11226-expenditure-2025-H1	11226	WI	expenditure_report	client	2025-01-01	2025-06-30	27655.0	37.5	63.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11226
WI-principal-11226-expenditure-2025-H2	11226	WI	expenditure_report	client	2025-07-01	2025-12-31	27000.0	3.5	21.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11226
WI-principal-11227-expenditure-2025-H1	11227	WI	expenditure_report	client	2025-01-01	2025-06-30	0.0	0.0	0.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11227
WI-principal-11227-expenditure-2025-H2	11227	WI	expenditure_report	client	2025-07-01	2025-12-31	0.0	0.0	0.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11227
WI-principal-11228-expenditure-2025-H1	11228	WI	expenditure_report	client	2025-01-01	2025-06-30	18000.0	50.5	57.5	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11228
WI-principal-11228-expenditure-2025-H2	11228	WI	expenditure_report	client	2025-07-01	2025-12-31	0.0	5.25	8.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11228
WI-principal-11229-expenditure-2025-H1	11229	WI	expenditure_report	client	2025-01-01	2025-06-30	30040.0	30.5	25.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11229
WI-principal-11229-expenditure-2025-H2	11229	WI	expenditure_report	client	2025-07-01	2025-12-31	26260.0	15.0	26.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11229
WI-principal-11230-expenditure-2025-H1	11230	WI	expenditure_report	client	2025-01-01	2025-06-30	86969.0	106.5	356.75	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11230
WI-principal-11230-expenditure-2025-H2	11230	WI	expenditure_report	client	2025-07-01	2025-12-31	54946.0	60.0	408.5	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11230
WI-principal-11231-expenditure-2025-H1	11231	WI	expenditure_report	client	2025-01-01	2025-06-30	113711.84	162.0	499.75	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11231
WI-principal-11231-expenditure-2025-H2	11231	WI	expenditure_report	client	2025-07-01	2025-12-31	49603.07	124.75	428.5	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11231
WI-principal-11232-expenditure-2025-H1	11232	WI	expenditure_report	client	2025-01-01	2025-06-30	23400.0	26.0	25.5	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11232
WI-principal-11232-expenditure-2025-H2	11232	WI	expenditure_report	client	2025-07-01	2025-12-31	16540.0	5.5	24.5	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11232
WI-principal-11233-expenditure-2025-H1	11233	WI	expenditure_report	client	2025-01-01	2025-06-30	14350.0	14.0	41.5	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11233
WI-principal-11233-expenditure-2025-H2	11233	WI	expenditure_report	client	2025-07-01	2025-12-31	14350.0	11.5	38.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11233
