filing_id	lobbyist_id	state	filing_type	filer_role	reporting_period_start	reporting_period_end	total_hours_communicating	total_hours_other	source_url
WI-lobbyist-12752-activity-2026-H1	12752	WI	activity_report	lobbyist	2026-01-01	2026-06-30	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/12752
WI-lobbyist-12752-activity-2026-H2	12752	WI	activity_report	lobbyist	2026-07-01	2026-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/12752
WI-lobbyist-12753-activity-2025-H1	12753	WI	activity_report	lobbyist	2025-01-01	2025-06-30	8.09	27.5	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/12753
WI-lobbyist-12753-activity-2025-H2	12753	WI	activity_report	lobbyist	2025-07-01	2025-12-31	35.62	7.71	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/12753
WI-lobbyist-12753-activity-2026-H1	12753	WI	activity_report	lobbyist	2026-01-01	2026-06-30	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/12753
WI-lobbyist-12753-activity-2026-H2	12753	WI	activity_report	lobbyist	2026-07-01	2026-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/12753
WI-lobbyist-12754-activity-2025-H1	12754	WI	activity_report	lobbyist	2025-01-01	2025-06-30	34.0	168.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/12754
WI-lobbyist-12754-activity-2025-H2	12754	WI	activity_report	lobbyist	2025-07-01	2025-12-31	35.5	195.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/12754
WI-lobbyist-12754-activity-2026-H1	12754	WI	activity_report	lobbyist	2026-01-01	2026-06-30	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/12754
WI-lobbyist-12754-activity-2026-H2	12754	WI	activity_report	lobbyist	2026-07-01	2026-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/12754
WI-lobbyist-12755-activity-2025-H1	12755	WI	activity_report	lobbyist	2025-01-01	2025-06-30	11.0	2.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/12755
WI-lobbyist-12755-activity-2025-H2	12755	WI	activity_report	lobbyist	2025-07-01	2025-12-31	5.25	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/12755
WI-lobbyist-12755-activity-2026-H1	12755	WI	activity_report	lobbyist	2026-01-01	2026-06-30	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/12755
WI-lobbyist-12755-activity-2026-H2	12755	WI	activity_report	lobbyist	2026-07-01	2026-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/12755
WI-lobbyist-12756-activity-2025-H1	12756	WI	activity_report	lobbyist	2025-01-01	2025-06-30	15.75	3.5	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/12756
WI-lobbyist-12756-activity-2025-H2	12756	WI	activity_report	lobbyist	2025-07-01	2025-12-31	5.5	0.25	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/12756
WI-lobbyist-12756-activity-2026-H1	12756	WI	activity_report	lobbyist	2026-01-01	2026-06-30	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/12756
WI-lobbyist-12756-activity-2026-H2	12756	WI	activity_report	lobbyist	2026-07-01	2026-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/12756
WI-lobbyist-12759-activity-2025-H1	12759	WI	activity_report	lobbyist	2025-01-01	2025-06-30	3.1	75.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/12759
WI-lobbyist-12759-activity-2025-H2	12759	WI	activity_report	lobbyist	2025-07-01	2025-12-31	6.7	35.7	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/12759
WI-lobbyist-12759-activity-2026-H1	12759	WI	activity_report	lobbyist	2026-01-01	2026-06-30	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/12759
WI-lobbyist-12759-activity-2026-H2	12759	WI	activity_report	lobbyist	2026-07-01	2026-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/12759
WI-lobbyist-12760-activity-2025-H1	12760	WI	activity_report	lobbyist	2025-01-01	2025-06-30	11.5	136.5	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/12760
WI-lobbyist-12760-activity-2025-H2	12760	WI	activity_report	lobbyist	2025-07-01	2025-12-31	15.0	135.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/12760
WI-lobbyist-12760-activity-2026-H1	12760	WI	activity_report	lobbyist	2026-01-01	2026-06-30	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/12760
WI-lobbyist-12760-activity-2026-H2	12760	WI	activity_report	lobbyist	2026-07-01	2026-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/12760
WI-lobbyist-12761-activity-2025-H1	12761	WI	activity_report	lobbyist	2025-01-01	2025-06-30	1.5	22.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/12761
WI-lobbyist-12761-activity-2025-H2	12761	WI	activity_report	lobbyist	2025-07-01	2025-12-31	1.0	16.5	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/12761
WI-lobbyist-12761-activity-2026-H1	12761	WI	activity_report	lobbyist	2026-01-01	2026-06-30	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/12761
WI-lobbyist-12761-activity-2026-H2	12761	WI	activity_report	lobbyist	2026-07-01	2026-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/12761
WI-lobbyist-12764-activity-2025-H1	12764	WI	activity_report	lobbyist	2025-01-01	2025-06-30	5.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/12764
WI-lobbyist-12764-activity-2025-H2	12764	WI	activity_report	lobbyist	2025-07-01	2025-12-31	6.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/12764
WI-lobbyist-12764-activity-2026-H1	12764	WI	activity_report	lobbyist	2026-01-01	2026-06-30	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/12764
WI-lobbyist-12764-activity-2026-H2	12764	WI	activity_report	lobbyist	2026-07-01	2026-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/12764
WI-lobbyist-12766-activity-2025-H1	12766	WI	activity_report	lobbyist	2025-01-01	2025-06-30	33.5	3.5	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/12766
WI-lobbyist-12766-activity-2025-H2	12766	WI	activity_report	lobbyist	2025-07-01	2025-12-31	48.15	12.75	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/12766
WI-lobbyist-12766-activity-2026-H1	12766	WI	activity_report	lobbyist	2026-01-01	2026-06-30	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/12766
WI-lobbyist-12766-activity-2026-H2	12766	WI	activity_report	lobbyist	2026-07-01	2026-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/12766
WI-lobbyist-12767-activity-2025-H1	12767	WI	activity_report	lobbyist	2025-01-01	2025-06-30	49.75	57.2	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/12767
WI-lobbyist-12767-activity-2025-H2	12767	WI	activity_report	lobbyist	2025-07-01	2025-12-31	42.0	72.5	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/12767
WI-lobbyist-12767-activity-2026-H1	12767	WI	activity_report	lobbyist	2026-01-01	2026-06-30	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/12767
WI-lobbyist-12767-activity-2026-H2	12767	WI	activity_report	lobbyist	2026-07-01	2026-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/12767
WI-lobbyist-12768-activity-2025-H1	12768	WI	activity_report	lobbyist	2025-01-01	2025-06-30	6.5	9.5	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/12768
WI-lobbyist-12768-activity-2025-H2	12768	WI	activity_report	lobbyist	2025-07-01	2025-12-31	4.5	6.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/12768
WI-lobbyist-12768-activity-2026-H1	12768	WI	activity_report	lobbyist	2026-01-01	2026-06-30	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/12768
WI-lobbyist-12768-activity-2026-H2	12768	WI	activity_report	lobbyist	2026-07-01	2026-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/12768
WI-lobbyist-12770-activity-2025-H1	12770	WI	activity_report	lobbyist	2025-01-01	2025-06-30	15.6	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/12770
WI-lobbyist-12770-activity-2025-H2	12770	WI	activity_report	lobbyist	2025-07-01	2025-12-31	3.0	25.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/12770
WI-lobbyist-12770-activity-2026-H1	12770	WI	activity_report	lobbyist	2026-01-01	2026-06-30	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/12770
WI-lobbyist-12770-activity-2026-H2	12770	WI	activity_report	lobbyist	2026-07-01	2026-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/12770
WI-lobbyist-12772-activity-2025-H1	12772	WI	activity_report	lobbyist	2025-01-01	2025-06-30	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/12772
WI-lobbyist-12772-activity-2025-H2	12772	WI	activity_report	lobbyist	2025-07-01	2025-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/12772
WI-lobbyist-12772-activity-2026-H1	12772	WI	activity_report	lobbyist	2026-01-01	2026-06-30	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/12772
WI-lobbyist-12772-activity-2026-H2	12772	WI	activity_report	lobbyist	2026-07-01	2026-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/12772
WI-lobbyist-12773-activity-2025-H1	12773	WI	activity_report	lobbyist	2025-01-01	2025-06-30	5.6	68.5	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/12773
WI-lobbyist-12773-activity-2025-H2	12773	WI	activity_report	lobbyist	2025-07-01	2025-12-31	0.9	45.3	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/12773
WI-lobbyist-12773-activity-2026-H1	12773	WI	activity_report	lobbyist	2026-01-01	2026-06-30	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/12773
WI-lobbyist-12773-activity-2026-H2	12773	WI	activity_report	lobbyist	2026-07-01	2026-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/12773
WI-lobbyist-12775-activity-2025-H1	12775	WI	activity_report	lobbyist	2025-01-01	2025-06-30	4.2	18.8	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/12775
WI-lobbyist-12775-activity-2025-H2	12775	WI	activity_report	lobbyist	2025-07-01	2025-12-31	0.7	5.4	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/12775
WI-lobbyist-12775-activity-2026-H1	12775	WI	activity_report	lobbyist	2026-01-01	2026-06-30	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/12775
WI-lobbyist-12775-activity-2026-H2	12775	WI	activity_report	lobbyist	2026-07-01	2026-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/12775
WI-lobbyist-12776-activity-2025-H1	12776	WI	activity_report	lobbyist	2025-01-01	2025-06-30	3.5	4.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/12776
WI-lobbyist-12776-activity-2025-H2	12776	WI	activity_report	lobbyist	2025-07-01	2025-12-31	1.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/12776
WI-lobbyist-12776-activity-2026-H1	12776	WI	activity_report	lobbyist	2026-01-01	2026-06-30	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/12776
WI-lobbyist-12776-activity-2026-H2	12776	WI	activity_report	lobbyist	2026-07-01	2026-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/12776
WI-lobbyist-12777-activity-2025-H1	12777	WI	activity_report	lobbyist	2025-01-01	2025-06-30	5.5	6.5	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/12777
WI-lobbyist-12777-activity-2025-H2	12777	WI	activity_report	lobbyist	2025-07-01	2025-12-31	36.5	18.8	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/12777
WI-lobbyist-12777-activity-2026-H1	12777	WI	activity_report	lobbyist	2026-01-01	2026-06-30	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/12777
WI-lobbyist-12777-activity-2026-H2	12777	WI	activity_report	lobbyist	2026-07-01	2026-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/12777
WI-lobbyist-12778-activity-2025-H1	12778	WI	activity_report	lobbyist	2025-01-01	2025-06-30	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/12778
WI-lobbyist-12778-activity-2025-H2	12778	WI	activity_report	lobbyist	2025-07-01	2025-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/12778
WI-lobbyist-12778-activity-2026-H1	12778	WI	activity_report	lobbyist	2026-01-01	2026-06-30	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/12778
WI-lobbyist-12778-activity-2026-H2	12778	WI	activity_report	lobbyist	2026-07-01	2026-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/12778
WI-lobbyist-12779-activity-2025-H1	12779	WI	activity_report	lobbyist	2025-01-01	2025-06-30	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/12779
WI-lobbyist-12779-activity-2025-H2	12779	WI	activity_report	lobbyist	2025-07-01	2025-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/12779
WI-lobbyist-12779-activity-2026-H1	12779	WI	activity_report	lobbyist	2026-01-01	2026-06-30	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/12779
WI-lobbyist-12779-activity-2026-H2	12779	WI	activity_report	lobbyist	2026-07-01	2026-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/12779
WI-lobbyist-12780-activity-2025-H1	12780	WI	activity_report	lobbyist	2025-01-01	2025-06-30	13.5	38.6	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/12780
WI-lobbyist-12780-activity-2025-H2	12780	WI	activity_report	lobbyist	2025-07-01	2025-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/12780
WI-lobbyist-12780-activity-2026-H1	12780	WI	activity_report	lobbyist	2026-01-01	2026-06-30	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/12780
WI-lobbyist-12780-activity-2026-H2	12780	WI	activity_report	lobbyist	2026-07-01	2026-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/12780
WI-lobbyist-12781-activity-2025-H1	12781	WI	activity_report	lobbyist	2025-01-01	2025-06-30	5.5	3.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/12781
WI-lobbyist-12781-activity-2025-H2	12781	WI	activity_report	lobbyist	2025-07-01	2025-12-31	2.5	7.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/12781
WI-lobbyist-12781-activity-2026-H1	12781	WI	activity_report	lobbyist	2026-01-01	2026-06-30	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/12781
WI-lobbyist-12781-activity-2026-H2	12781	WI	activity_report	lobbyist	2026-07-01	2026-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/12781
WI-lobbyist-12782-activity-2025-H1	12782	WI	activity_report	lobbyist	2025-01-01	2025-06-30	12.0	6.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/12782
WI-lobbyist-12782-activity-2025-H2	12782	WI	activity_report	lobbyist	2025-07-01	2025-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/12782
WI-lobbyist-12782-activity-2026-H1	12782	WI	activity_report	lobbyist	2026-01-01	2026-06-30	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/12782
WI-lobbyist-12782-activity-2026-H2	12782	WI	activity_report	lobbyist	2026-07-01	2026-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/12782
WI-lobbyist-12783-activity-2025-H1	12783	WI	activity_report	lobbyist	2025-01-01	2025-06-30	9.0	8.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/12783
WI-lobbyist-12783-activity-2025-H2	12783	WI	activity_report	lobbyist	2025-07-01	2025-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/12783
WI-lobbyist-12783-activity-2026-H1	12783	WI	activity_report	lobbyist	2026-01-01	2026-06-30	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/12783
WI-lobbyist-12783-activity-2026-H2	12783	WI	activity_report	lobbyist	2026-07-01	2026-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/12783
WI-lobbyist-12785-activity-2025-H1	12785	WI	activity_report	lobbyist	2025-01-01	2025-06-30	23.0	20.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/12785
WI-lobbyist-12785-activity-2025-H2	12785	WI	activity_report	lobbyist	2025-07-01	2025-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/12785
WI-lobbyist-12785-activity-2026-H1	12785	WI	activity_report	lobbyist	2026-01-01	2026-06-30	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/12785
WI-lobbyist-12785-activity-2026-H2	12785	WI	activity_report	lobbyist	2026-07-01	2026-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/12785
WI-lobbyist-12786-activity-2025-H1	12786	WI	activity_report	lobbyist	2025-01-01	2025-06-30	3.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/12786
WI-lobbyist-12786-activity-2025-H2	12786	WI	activity_report	lobbyist	2025-07-01	2025-12-31	1.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/12786
WI-lobbyist-12786-activity-2026-H1	12786	WI	activity_report	lobbyist	2026-01-01	2026-06-30	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/12786
WI-lobbyist-12786-activity-2026-H2	12786	WI	activity_report	lobbyist	2026-07-01	2026-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/12786
WI-lobbyist-12788-activity-2025-H1	12788	WI	activity_report	lobbyist	2025-01-01	2025-06-30	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/12788
WI-lobbyist-12788-activity-2025-H2	12788	WI	activity_report	lobbyist	2025-07-01	2025-12-31	1.5	7.5	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/12788
WI-lobbyist-12788-activity-2026-H1	12788	WI	activity_report	lobbyist	2026-01-01	2026-06-30	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/12788
WI-lobbyist-12788-activity-2026-H2	12788	WI	activity_report	lobbyist	2026-07-01	2026-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/12788
WI-lobbyist-12790-activity-2025-H1	12790	WI	activity_report	lobbyist	2025-01-01	2025-06-30	1.0	4.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/12790
WI-lobbyist-12790-activity-2025-H2	12790	WI	activity_report	lobbyist	2025-07-01	2025-12-31	10.0	4.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/12790
WI-lobbyist-12790-activity-2026-H1	12790	WI	activity_report	lobbyist	2026-01-01	2026-06-30	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/12790
WI-lobbyist-12790-activity-2026-H2	12790	WI	activity_report	lobbyist	2026-07-01	2026-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/12790
WI-lobbyist-12791-activity-2025-H1	12791	WI	activity_report	lobbyist	2025-01-01	2025-06-30	2.0	0.25	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/12791
WI-lobbyist-12791-activity-2025-H2	12791	WI	activity_report	lobbyist	2025-07-01	2025-12-31	16.5	3.25	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/12791
WI-lobbyist-12791-activity-2026-H1	12791	WI	activity_report	lobbyist	2026-01-01	2026-06-30	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/12791
WI-lobbyist-12791-activity-2026-H2	12791	WI	activity_report	lobbyist	2026-07-01	2026-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/12791
WI-lobbyist-12792-activity-2025-H1	12792	WI	activity_report	lobbyist	2025-01-01	2025-06-30	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/12792
WI-lobbyist-12792-activity-2025-H2	12792	WI	activity_report	lobbyist	2025-07-01	2025-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/12792
WI-lobbyist-12792-activity-2026-H1	12792	WI	activity_report	lobbyist	2026-01-01	2026-06-30	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/12792
WI-lobbyist-12792-activity-2026-H2	12792	WI	activity_report	lobbyist	2026-07-01	2026-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/12792
WI-lobbyist-12793-activity-2025-H1	12793	WI	activity_report	lobbyist	2025-01-01	2025-06-30	14.5	34.5	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/12793
WI-lobbyist-12793-activity-2025-H2	12793	WI	activity_report	lobbyist	2025-07-01	2025-12-31	74.0	377.5	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/12793
WI-lobbyist-12793-activity-2026-H1	12793	WI	activity_report	lobbyist	2026-01-01	2026-06-30	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/12793
WI-lobbyist-12793-activity-2026-H2	12793	WI	activity_report	lobbyist	2026-07-01	2026-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/12793
WI-lobbyist-12794-activity-2025-H1	12794	WI	activity_report	lobbyist	2025-01-01	2025-06-30	7.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/12794
WI-lobbyist-12794-activity-2025-H2	12794	WI	activity_report	lobbyist	2025-07-01	2025-12-31	11.3	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/12794
WI-lobbyist-12794-activity-2026-H1	12794	WI	activity_report	lobbyist	2026-01-01	2026-06-30	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/12794
WI-lobbyist-12794-activity-2026-H2	12794	WI	activity_report	lobbyist	2026-07-01	2026-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/12794
WI-lobbyist-12796-activity-2025-H1	12796	WI	activity_report	lobbyist	2025-01-01	2025-06-30	3.5	5.5	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/12796
WI-lobbyist-12796-activity-2025-H2	12796	WI	activity_report	lobbyist	2025-07-01	2025-12-31	11.0	6.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/12796
WI-lobbyist-12796-activity-2026-H1	12796	WI	activity_report	lobbyist	2026-01-01	2026-06-30	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/12796
WI-lobbyist-12796-activity-2026-H2	12796	WI	activity_report	lobbyist	2026-07-01	2026-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/12796
WI-lobbyist-12797-activity-2025-H1	12797	WI	activity_report	lobbyist	2025-01-01	2025-06-30	2.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/12797
WI-lobbyist-12797-activity-2025-H2	12797	WI	activity_report	lobbyist	2025-07-01	2025-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/12797
WI-lobbyist-12797-activity-2026-H1	12797	WI	activity_report	lobbyist	2026-01-01	2026-06-30	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/12797
WI-lobbyist-12797-activity-2026-H2	12797	WI	activity_report	lobbyist	2026-07-01	2026-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/12797
WI-lobbyist-12798-activity-2025-H1	12798	WI	activity_report	lobbyist	2025-01-01	2025-06-30	10.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/12798
WI-lobbyist-12798-activity-2025-H2	12798	WI	activity_report	lobbyist	2025-07-01	2025-12-31	6.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/12798
WI-lobbyist-12798-activity-2026-H1	12798	WI	activity_report	lobbyist	2026-01-01	2026-06-30	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/12798
WI-lobbyist-12798-activity-2026-H2	12798	WI	activity_report	lobbyist	2026-07-01	2026-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/12798
WI-lobbyist-12799-activity-2025-H1	12799	WI	activity_report	lobbyist	2025-01-01	2025-06-30	0.0	5.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/12799
WI-lobbyist-12799-activity-2025-H2	12799	WI	activity_report	lobbyist	2025-07-01	2025-12-31	1.5	25.5	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/12799
WI-lobbyist-12799-activity-2026-H1	12799	WI	activity_report	lobbyist	2026-01-01	2026-06-30	1.5	5.5	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/12799
WI-lobbyist-12799-activity-2026-H2	12799	WI	activity_report	lobbyist	2026-07-01	2026-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/12799
WI-lobbyist-12800-activity-2025-H1	12800	WI	activity_report	lobbyist	2025-01-01	2025-06-30	11.0	4.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/12800
WI-lobbyist-12800-activity-2025-H2	12800	WI	activity_report	lobbyist	2025-07-01	2025-12-31	4.0	1.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/12800
WI-lobbyist-12800-activity-2026-H1	12800	WI	activity_report	lobbyist	2026-01-01	2026-06-30	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/12800
