column	flag	jurisdiction	n_matched	offset_px	raw	scan_page	table
auth_file_independent_court_actions	unknown_marker	Alberta			N.A.	176	31
auth_subpoena_witnesses	unknown_marker	British Columbia			N.A. N.A.	176	31
auth_subpoena_records	unknown_marker	British Columbia			N.A. N.A.	176	31
auth_conduct_administrative_hearings	unknown_marker	British Columbia			N.A. N.A.	176	31
auth_impose_administrative_fines	unknown_marker	British Columbia			N.A. N.A.	176	31
auth_file_independent_court_actions	unknown_marker	British Columbia			N.A. N.A.	176	31
auth_request_other_official_mandatory	unknown_marker	British Columbia			N.A. N.A.	176	31
auth_request_other_official_discretionary	unknown_marker	British Columbia			N.A.	176	31
auth_impose_administrative_fines	unknown_marker	District of Columbia			(ii)	176	31
auth_subpoena_witnesses	unknown_marker	Manitoba			Office N.A.	176	31
auth_subpoena_records	unknown_marker	Manitoba			N.A.	176	31
auth_conduct_administrative_hearings	unknown_marker	Manitoba			NA.	176	31
auth_impose_administrative_fines	unknown_marker	Manitoba			N.A.	176	31
auth_file_independent_court_actions	unknown_marker	Manitoba			N.A.	176	31
auth_request_other_official_mandatory	unknown_marker	Manitoba			N.A.	176	31
auth_request_other_official_discretionary	unknown_marker	Manitoba			N.A.	176	31
auth_subpoena_records	unknown_marker	Washington			id	176	31
auth_impose_administrative_fines	unknown_marker	West Virginia			(ff)	176	31
auth_request_other_official_mandatory	unknown_marker	Wisconsin			=	176	31
auth_request_other_official_discretionary	unknown_marker	Wyoming			(hh)	176	31
	scan_offset_no_anchors					177	31
auth_subpoena_records	unknown_marker	Newfoundland			Records	177	31
auth_conduct_administrative_hearings	unknown_marker	Newfoundland			Hearings	177	31
auth_impose_administrative_fines	unknown_marker	Newfoundland			Fines	177	31
auth_file_independent_court_actions	unknown_marker	Newfoundland			Court Independent	177	31
auth_request_other_official_mandatory	unknown_marker	Newfoundland			Actions Mandatory Basis	177	31
auth_request_other_official_discretionary	unknown_marker	Newfoundland			Discretionary Basis	177	31
auth_subpoena_records	unknown_marker	Nova Scotia			N.A.	177	31
auth_conduct_administrative_hearings	unknown_marker	Nova Scotia			N.A.	177	31
auth_impose_administrative_fines	unknown_marker	Nova Scotia			N.A.	177	31
auth_file_independent_court_actions	unknown_marker	Nova Scotia			N.A.	177	31
auth_request_other_official_mandatory	unknown_marker	Nova Scotia			N.A.	177	31
auth_request_other_official_discretionary	unknown_marker	Nova Scotia			N.A.	177	31
auth_subpoena_witnesses	unknown_marker	Ontario			N.A.	177	31
auth_subpoena_records	unknown_marker	Ontario			N.A.	177	31
auth_conduct_administrative_hearings	unknown_marker	Ontario			N.A,	177	31
auth_request_other_official_mandatory	unknown_marker	Ontario			N.A.	177	31
auth_request_other_official_discretionary	unknown_marker	Ontario			N.A.	177	31
auth_subpoena_witnesses	unknown_marker	Quebec			N.A. N.A.	177	31
auth_subpoena_records	unknown_marker	Quebec			N.A.	177	31
auth_conduct_administrative_hearings	unknown_marker	Quebec			N.A.	177	31
auth_impose_administrative_fines	unknown_marker	Quebec			N.A.	177	31
auth_file_independent_court_actions	unknown_marker	Quebec			N.A.	177	31
auth_request_other_official_mandatory	unknown_marker	Quebec			N.A.	177	31
auth_subpoena_records	unknown_marker	Saskatchewan			N.A.	177	31
auth_conduct_administrative_hearings	unknown_marker	Saskatchewan			N.A.	177	31
auth_impose_administrative_fines	unknown_marker	Saskatchewan			N.A.	177	31
auth_file_independent_court_actions	unknown_marker	Saskatchewan			N.A,	177	31
auth_request_other_official_mandatory	unknown_marker	Saskatchewan			N.A.	177	31
auth_request_other_official_discretionary	unknown_marker	Saskatchewan			NLA. NA.	177	31
